Sr Developer - Full Stack,Toppan Merrill,Greater Chennai Area,On-site,"1,001-5,000 employees","1,467 on LinkedIn",21 applicants,"Financial Services 1,001-5,000 employees 1,467 on LinkedIn",Full-time · Mid-Senior level,"['Job Description:Proven experience as a Full Stack Developer or similar roleExperience developing desktop and mobile applicationsFamiliarity with common stacksKnowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript frameworks, XML, jQuery)Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX designExcellent communication and teamwork skillsGreat attention to detailOrganizational skillsAn analytical mindDegree in Computer Science, Statistics or relevant field']",Analytical SkillsAddAttention to DetailAddBack-End Web DevelopmentAddCommunicationAddComputer ScienceAdd
SAP ABAP Consultant,SI2 Technologies Pvt Ltd,"Vadodara, Gujarat, India",On-site,51-200 employees,77 on LinkedIn,47 applicants,Information Technology & Services 51-200 employees 77 on LinkedIn,Full-time · Associate,"['Job Experience: 1 - 4 YearsJob Location: Vadodara, GujaratABAP Skillsets required:You must have very good knowledge related to new and existing technical objects (RICEF) including SAP script forms, SAP script print programs, and Smart Forms, Workflow and Adobe.Good knowledge of Object-Oriented ABAP, Performance Enhancement techniques, knowledge in WebdynPro, User-exits, ALE, IDOCS, BAPI’s, BADI’s, RFC and ETL interfaces(inbound/outbound),ATC (ABAP Test Cockpit), Hands-on analysing experience on Production server debugging.Desirable:(a) ABAP Certified.(b) Having knowledge or work experience in new areas (HANA, Fiori)(c) exposure to new ABAP 7.4/7.5(d) BRF+ (Business rule framework) plus.(e)Basic process knowledge of SAP functional modules.(f) Basic Java script is plus point.(g) working experience to on-shore/off-shore working modelRole Responsibilities:As SAP ABAP developer, you will be independently responsible for the delivery of ABAP RICEF objects., assigned to you. We are specially looking for candidates who have experience of working with business / clients and functional SMEs and can independently drive a technical solution per client needs.Participate & contribute to code review activities, resolve design issues, and perform functional QA reviews, work closely with Testing/ Business / Functional resources to support system and integration SAP testing.Should have the knowledge and experience to be able to guide / hand-hold junior ABAP developers to translate business/functional requirements into clear technical design specifications and related documents.Should be confident of his strengths in problem solving, collaborating with others, good communication skills and attention to detail preferably having experience of working with multicultural clients and multiple teams in different time zones.']",Advanced Business Application Programming (ABAP)AddBAPIAddSAP HANAAddSAP ProductsAddSap FioriAddWebDynproAdd
Senior Embedded Software Engineer,Lifespark Technologies,"Mumbai, Maharashtra, India",On-site,2-10 employees,6 on LinkedIn,62 applicants,Computer Software 2-10 employees 6 on LinkedIn,Full-time,"['Lifespark Technologies is looking for individuals with a passion for impacting real lives through technology. Lifespark is one of the most promising startups in the Assistive Tech space in India, and has been honoured with several National and International awards. Our mission is to create seamless, persistent and affordable healthcare solutions. If you are someone who is driven to make a real impact in this world, we are your people.Lifespark is currently building solutions for Parkinson’s Disease, and we are looking for an embedded software lead to join our growing team. You will be working directly with the founders on high impact problems in the Neurological Healthcare domain. You will be solving some of the most fundamental and exciting challenges in the industry and will have the ability to see your insights turned into real products every dayResponsibilities :RTOS based multithreaded software developmentBuilding future ready, scalable software architecturesLiasing with hardware team to decide project requirementsRealtime IoT functionality development on ESP32 platformIntegration of third party services for cloud based communications and computationMaintaining and documenting software via git (GitLab)Coordinating releases, setup and maintenance of CI/CD pipelinesManaging AWS based backend services, integration with AWS services such as S3, SagemakerFirmware security, Flash Encryption, Bootloader encryption, Secure communicationsDeep integration with hardware team - stress testing hardwareDevelopment of device driversSoftware testing and maintenanceRecommended experience :Good command over LinuxFamiliarity with real time tasks and timing sensitive system designFamiliarity with BLE/Wifi/etc IoT communication protocolsFamiliarity with major third party platforms for cloud and ML/AI integrationTesting actual physical outcomes of programmed solutionsDeep familiarity with ESP-IDFLocation : IIT Bombay, MumbaiWorking mechanism : In-personCompensation range : 6-12 lpa + ESOPsFor any queries, please contact Amey Desai (amey@lifesparktech.com)']",ARM ArchitectureAddAWS SageMakerAddBluetooth Low EnergyAddBootloaderAddContinuous Integration and Continuous Delivery (CI/CD)AddDevice DriversAddESP32 MicrocontrollersAddEmbedded SoftwareAddEmbedded SystemsAddFirmwareAddInternet of Things (IoT)AddReal-Time Operating Systems (RTOS)AddSoftware TestingAddWiFiAdd
Sr Software Engineer - UI,HMH Tech India,"Pune, Maharashtra, India",On-site,"501-1,000 employees",7 on LinkedIn,62 applicants,"E-learning 501-1,000 employees 7 on LinkedIn",Full-time · Mid-Senior level,"['Develop and implement robust client-facing solutions with a strong focus on', 'Contribute technical leadership and take ownership for the delivery of software', 'Review team code contributions and make their own code available for peer', 'Adopt an ‘Operational Excellence’ approach to continuous improvement – to', 'Contribute expertise aimed at improving technology practices, standards and', 'Work collaboratively within a cross-functional, agile development team to solve', 'Communicate progress clearly and concisely to leadership and the development', '3 to 6 years relevant software development experience', 'Expert level proficiency in developing Web Applications in JavaScript with a', 'Possess a deep understanding of popular JavaScript design patterns and their', 'Experience with Unit testing frameworks', 'Experience developing with one or more modern JS frameworks (e.g. React,', 'Working experience of modern Agile software development methodologies (i.e.', 'You turn ideas into code and making that code usable by your teammates and', 'Strong appreciation of User Experience (UX) best practice with an ability to', 'Working experience of User Research activities', 'A solid understanding of the Software Development lifecycle and tools including', 'Experience implementing Accessibility, Internationalization and Security', 'Skilled in delivering quality products using the latest Web technologies with an']",CommunicationAddSoftware DevelopmentAddWeb DevelopmentAdd
Android Middleware Architect,VVDN Technologies,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","5,152 on LinkedIn",21 applicants,"Information Technology & Services 10,001+ employees 5,152 on LinkedIn",Full-time · Mid-Senior level,"['VVDN Technologies is looking for a professional experience in Android Middleware Architect:Exp- 8+ yrs.Domain: AutomotiveWork Location: Chennai/ Kochi· Automotive Systems & Architecture knowledge· Automotive interfaces (HVAC, CAN etc) and vehicle software (VHAL) knowledge· Customization experience in different layers of Android OS (App layer, Middleware and HAL)· Complete understanding of AOSP build system· Experience with (automotive) software and mobile application· Experience in boot time optimization is a plus· Experience with Android Automotive Power schemes and data retention mechanism· Experience in C++ and C development.· Experience in Smartphone Projection Technologies for Infotainment Head Units.· Understand Carplay, Android Auto and Media stack interfaces.· Porting Carplay, Android Auto and Media stacks on Linux and Android based Automotive platform.· Understand Android Auto, Carplay certification requirements.Interested can write to me at pravin.cp@vvdntech.inAbout VVDN:VVDN has more than a decade of experience in Product Engineering & Manufacturing electronic solutions. We help customers steer their next-generation solutions with end-to-end design, development, and manufacturing – all under one roof. We offer a unique value proposition by being a one-stop-shop for our customers by offering complete hardware, software, mechanical, testing, prototyping, certification, and manufacturing services. Our main focus is to help customers with their next technology innovation in the space of 5G, Wireless, AI/ML on Vision-based solutions, IoT, Cloud & Apps. To enable the same, we have set up R&D centers, testing lab infrastructure, and world-class manufacturing facilities in India.VVDN’s India HQ is Global Innovation Park at Manesar, Gurugram, India and its North America HQ’s is located in Fremont, CA, USA. We help global customers across several regions including US, Canada, Europe, India, Vietnam, Korea, and Japan.']",AndroidAddC (Programming Language)AddData RetentionAddHALAddInfotainmentAddMiddlewareAddOracle SOA SuiteAddSecurity Information and Event Management (SIEM)Add
OTC (Credit Management) - MT,Genpact,"Gurugram, Haryana, India",On-site,"10,001+ employees","130,105 on LinkedIn",Over 200 applicants,"Information Technology & Services 10,001+ employees 130,105 on LinkedIn",Full-time · Associate,"['Manage the OTC credit management portfolio and maintain strong customer relations', 'Establish Credit Limits for customers', 'Review financial statements to ensure customers financial position can support the credit being extended', 'Research why customer accounts are on credit hold and identify the requirements & take the necessary steps to unblock', 'Maintain all relevant systems and tables with valid information', 'Support team priorities and initiatives and effectively manage workload', 'Problem-solving – to find solutions to an organization’s data management and reporting problems and to be able to adapt and modify solutions based on changing requirements', 'Must demonstrate a high level of self-motivation, energy and flexibility', 'Innovative and always looking for continuous improvement in order to develop succession plan for staff', 'Research any full open invoices which customers have disputed', 'Support team priorities and initiatives and effectively manage workload', 'Assist Assistant Manager to prepare and submit reports to the customer as applicable', 'Assist in SOP (Standard Operating Procedures) creation and updating', 'Deliver the required data for audit purposes', 'B. Com Graduate or equivalent experience', 'Proficient in using the MS Office package especially with MS Excel (Minimum 1 year hands-on Experience), PowerPoint, Outlook', 'Excellent communication & presentation skills', 'Relevant OTC domain experience & minimum 6 months SAP experience', 'High Radius knowledge preferred', 'Candidates with prior voice experience (US) preferred', 'Experience with international process transition would be added advantage', 'Candidates with valid US Visa preferred', 'Attractive salary and benefits such as Medical Aid, Retirement and risk benefits', 'Work in a multicultural environment;', 'Various trainings (technical & soft skills);', 'Development opportunities in a growing multinational company;']",CommunicationAddCredit ManagementAddMicrosoft ExcelAddMicrosoft OutlookAddMicrosoft PowerPointAddOTCAddPresentation SkillsAddProblem SolvingAddSAP ProductsAddStatutory Accounting Principles (SAP)Add
"Specialist, Business Services (RtR)",Avient Corporation,"Thane, Maharashtra, India",On-site,"10,001+ employees","5,922 on LinkedIn",23 applicants,"Plastics 10,001+ employees 5,922 on LinkedIn",Full-time · Entry level,"['Barrier technologies that preserve the shelf-life and quality of food, beverages, medicine and other perishable goods through high-performance materials', 'Light-weighting solutions that replace heavier traditional materials which can improve fuel efficiency in all modes of transportation', 'Breakthrough technologies that minimize wastewater and improve the recyclability of materials and packaging across a spectrum of end uses', 'Provide inputs in drafting a detailed KT plan along with defining the key milestones in the project.', 'Perform Knowledge transfer activities and ensure achievement of the key milestones per plan.', 'Provide regular updates to management on the progress of achievement of key milestones.', 'Raise Issues and escalate it to management in timely manner, as essential.', 'Carve out process inconsistencies post transitions and support stabilization phase per Global Best Practices (GBP) narratives.', 'Participate in weekly team meetings', 'Team oriented and process driven. Proactive and one team attitude', 'Perform and ensure smooth month end close and reporting for assigned entities.', 'Ensure monthly preparation and posting of journals into GL', 'Drive service calls, provide proper solutions & ensure timely implementation.', 'Create process documentation including detailed Desktop Instruction for critical tasks.', 'Perform/Review reconciliations activities. Put open recon items on closure.', 'Preparation of information/data for external auditors in the various audits of the financial records', 'Ensure compliance & controls are properly managed with respect to team functionality & domain support.', 'Drive process improvement initiatives leading to operational efficiencies.', 'Performing ICOFR checks - SOD activities', 'Maintain positive & strong work relationships with cross functional teams and respective stakeholders.', 'Establishing and maintaining strong, collaborative relationships with internal and external customers', 'Interface with other SSC teams to ensure compliance with cross-team responsibilities', 'B.COM/MCOM/CA(Inter)/MBA (Finance)', 'Accounting Degree Must', 'Essential: +5 Years (Non-CA) / (Inter-CA) in F&A role, preferably in RtR.', 'Essential: High end Accounting & Analytical skills', 'Essential: SAP FICO Closing and Reporting Experience is Must.', 'Desirable: HFM, SAP BW, Analyzer/Analysis for Office & Tableau', 'Desirable: Working experience within a shared services center/BPO']",F&AAddFixed AssetsAddGLAddKnowledge SharingAddLease AccountingAddOperational ExcellenceAddProcess OperationsAddSAP FICOAddStatutory Accounting Principles (SAP)AddU.S. Generally Accepted Accounting Principles (GAAP)Add
Senior Analyst - SAP EHS,LANXESS,"Thane, Maharashtra, India",On-site,"10,001+ employees","9,083 on LinkedIn",39 applicants,"Chemicals 10,001+ employees 9,083 on LinkedIn",Full-time · Mid-Senior level,"['This position supports the objectives of the LANXESS Information Technology department to deliver high-quality and cost-effective Information Technology services to the business units and group functions of LANXESS.', 'Responsibilities of This position include systems analysis and design, applications development, applications testing, Production implementation, end-user support.', 'This position works with employees within other IT groups, business units, and group functions both regionally and globally within the LANXESS organization.', 'Mange the configuration and operability of LANXESS ERP/Non-ERP applications, improving the quality and effectiveness of LANXESS ERP/Non-ERP applications and Technology, and adhering to all IT department standards and guidelines.', 'Independently organize tasks and manage time to complete multiple, diverse assignments within a scheduled time frame.', 'Ensure the high availibility of buiseness critical application.', 'This position helps LANXESS to fullfill the legal requieremnts', 'Design, develop, and implement information technology solutions that add value, increase productivity, and/or improve the quality of LANXESS business processes.', 'Configure SAP EH&S and develop RICEFWs', 'EH&S specification database', 'EH&S IDoc message types (SUBMAS, PHRMAS, CHRMAS, CLMAS)', 'Dangerous Goods (Filling, DG checks, DG print in SD / TM area)', 'Custom solutions based on FIORI framework', 'Working knowledge of EHS Product Safety business processes. Responsible to solve issues raised by business in Product Safety and Dangerous Goods management, Substance Volume Tracking, WWI server issues during report generation, ALE distribution', 'Strong stakeholder engagement and Demonstrated focus for customer satisfaction, acting as a buisiness partner for HSEQ department.']","DatabasesAddIDocAddProduction ImplementationAddSAP EHSAddSAP Environment, Health, and Safety Management (EHS)AddSAP ProductsAddSAP Sales & DistributionAddStakeholder EngagementAddStatutory Accounting Principles (SAP)AddSystems AnalysisAdd"
Data Entry part time job/internship at Mumbai in Avimukta,AVIMUKTA | Legal Recruitment Consultancy,"Mumbai, Maharashtra, India",On-site,2-10 employees,6 on LinkedIn,126 applicants,Staffing & Recruiting 2-10 employees 6 on LinkedIn,Part-time · Internship,"['', '', '', '', '', '', '', '', '', '', '']",Administrative AssistanceAddBusiness CommunicationsAddCommunicationAddDatabasesAddEnglishAddOnline Data EntryAddSpreadsheetsAddTypingAdd
Bus Process Delivery New Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","42,765 on LinkedIn",26 applicants,"Information Technology & Services 10,001+ employees 42,765 on LinkedIn",Full-time · Entry level,"[""Skill required: Query Management - Service Desk Voice SupportDesignation: Management Level - New AssociateJob Location: MumbaiAny Graduation0 to 1 yearsAccenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services, and Accenture Song— all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.Visit us at www.accenture.comYou will be aligned with our Customer Support vertical and help us in managing/ resolving customers query, handling escalations and complaints of the dissatisfied customers & giving best resolutions. You will also be responsible for closing the fault and complaints within SLA's. The Query Management team is accountable for the Inbound/Outbound calls and e-mail/chat support to resolve customer issues. The role is aligned to our Service Desk Voice Support team which is responsible for performing day to day operations while maintaining SLAs & solving queries related to disputes while coordinating with customers. The team reviews service requests based on the predefined scope of support, records, diagnoses, and troubleshoots customer raised incidents. They also manage unplanned interruptions to restore normal service operations as quickly as possible for voice interactions.Any Graduation""]",Daily OperationsAddOnline SupportAddOperationsAddProblem SolvingAddService OperationsAddService-Level Agreements (SLA)Add
Test Administrator_India,Pearson VUE,"Jalandhar, Punjab, India",On-site,"1,001-5,000 employees","2,394 on LinkedIn",51 applicants,"Information Technology & Services 1,001-5,000 employees 2,394 on LinkedIn",Full-time · Entry level,"[""Test AdministratorPearson VUE (www.pearsonvue.com) is the global leader in computer-based testing for information technology, academic, government and professional testing programs around the world. Pearson VUE provides a full suite of services from test development to data management and delivers exams through the world’s most comprehensive and secure network of test centers in more than 180 countries, where we validate the skills and knowledge of millions of individuals every year.Pearson VUE is a business of Pearson, the world's leading learning company with global-reach and market-leading businesses. Pearson is listed on both the London and New York stock exchanges (UK: PSON; NYSE: PSO).Pearson VUE offers a great environment to start or grow your career, we are now hiring for a Test Administrator to join our teamYour Health, Safety & Wellbeing during COVID-19As a responsible employer, at Pearson VUE we take the health, safety and wellbeing of our colleagues and test-taking candidates very seriously. At our company-owned test centers, we are following recommendations from the CDC and the World Health Organization for preventing the spread of COVID- 19 and protecting test candidates and our staff. Per the recommendations from global health organizations, we are implementing a strict cleaning regimen which includes providing hand sanitizer to test-taking candidates upon entering the test center and sanitizing the surface and equipment of each workstation after the end of every appointment. Any equipment used during the check-in process is also sanitized after every use. We are also implementing social distancing guidelines, which suggest 6 feet of space between individuals. Test centers may need to limit workstation availability to ensure that a safe distance can be maintained between candidates. We will continue to:· Make hand sanitizer available in the waiting area and prior to entering the testing room.· Increase our cleaning and disinfecting regimens in between all testing appointments.· Provide tissues to candidates upon arrival and permit candidates to wear a mask or disposable gloves if they choose.· Remind candidates to wash their hands or utilize hand sanitizer upon arrival at the test center.· Provide masks and hand sanitizer to Test Center staff.ResponsibilitiesThe Test Administrator position is responsible for providing a secure exam delivery and superior customer service in a comfortable friendly environment. In this position, you will be required to:● Comply with all testing procedures and strictly adhere to company policies using careful judgment● Check in testing candidates, verify identification, and explain the exam process● Proctor / invigilate candidates while testing● Troubleshoot with internal departments to fix technical issuesSchedule RequirementsOur ideal candidate demonstrates teamwork, with the availability to work a variety of shifts any day - Monday through Saturday - between the hours of xx am and xx pm. Candidate must be open to flexible scheduling.This is strictly a Full time position and will remain as such, xx-xx hours per week, with an expectation to work more hours if needed.Schedules are available at least 2 weeks in advance.Qualifications● High school diploma or equivalent is required● Minimum of 1 year customer service experience is preferred● Experience proctoring or invigilating exams is highly preferred● Must be flexible in work hours and days● Beginner to intermediate experience in Microsoft Office (Word, Excel and Outlook)● Must be able to sit for long periods of time and also escort candidates to and from testing room. Must be able to bend, stoop and lift up to 20 lbs with reasonable accommodation.● Must be comfortable in a quiet testing environment, hear soft voices and see details from a distance.""]",AdministrationAddCustomer ExperienceAddCustomer RetentionAddCustomer SatisfactionAddCustomer ServiceAddCustomer SupportAddCustomer-focused ServiceAddFlexible ApproachAddOperations ManagementAddTest ManagementAdd
Finance Manager,Prayoga,"Bengaluru, Karnataka, India",On-site,11-50 employees,49 on LinkedIn,Over 200 applicants,Research 11-50 employees 49 on LinkedIn,Full-time,"['Manage the day-to-day financial operations of the organization, including cash flow management, accounts payable and receivable, payroll, and taxes.', 'Ensure the timely and accurate processing of financial transactions.', 'Prepare and review financial statements, reports, and other financial information for accuracy, completeness, and compliance with accounting principles and regulations.', 'Analyze financial data and provide recommendations to the Head of Finance on budgeting, forecasting, and financial planning.', 'Monitor budget performance and report on variances to the Head of Finance.', 'Assist in the preparation of annual budgets and forecasts.', 'Prepare financial reports for donors, funding agencies, and other stakeholders.', 'Assist in the annual audit process and provide support to auditors.', 'Ensure compliance with accounting principles, regulations, and internal policies.', 'Develop and implement financial policies and procedures to ensure the efficient use of resources.', ""Bachelor's/Master’s degree in Accounting, Finance, Business Administration or a related field."", 'A minimum of 5 years of experience in financial management, preferably in the non-profit sector.', 'Strong knowledge of accounting principles, financial reporting standards, and regulations.', 'Experience in budgeting, forecasting, and financial analysis.', 'Demonstrated leadership skills and experience managing a team.', 'Excellent communication and interpersonal skills.', 'Strong organizational and analytical skills.', 'Demonstrated ability to work collaboratively with other departments.', 'Experience in grant management is an asset.']",AccountingAddAnalytical SkillsAddFinanceAddFinancial AccountingAddFinancial ReportingAddForecastingAddLeadershipAddManagerial FinanceAddMicrosoft ExcelAddStrategic Financial ManagementAdd
Senior Executive - Accounts,Capita,"Pune, Maharashtra, India",On-site,"10,001+ employees","24,480 on LinkedIn",37 applicants,"Information Technology & Services 10,001+ employees 24,480 on LinkedIn",Full-time · Mid-Senior level,"['Excellent communication skills', 'Good knowledge of M S Excel', 'Knowledge of Power Point Well versed with Advance excel, VLookups, HLookups', 'Ability to understand the scenario and arrive on conclusions based on descriptions', 'Knowledge of Excel formulas & Creations of various types of graphs', 'Should have excellent Data presentation skills with sound knowledge of claims data', 'VBA Scripts knowledge will have an added advantages']",CommunicationAddData PresentationAddFormulasAddHlookupsAddManagement Information Systems (MIS)AddMicrosoft PowerPointAddPresentation SkillsAddPresentationsAddService-Level Agreements (SLA)AddVisual Basic for Applications (VBA)Add
Order to Cash Operations Associate-Order to Cash Processing,Accenture in India,"Noida, Uttar Pradesh, India",On-site,"10,001+ employees","42,765 on LinkedIn",51 applicants,"Information Technology & Services 10,001+ employees 42,765 on LinkedIn",Full-time · Entry level,"['Skill required: Order to Cash Processing - Billing ProcessingDesignation: Management Level - AssociateJob Location: NoidaQualifications: Any GraduationYears of Experience: 1 to 3 yearsAbout AccentureAccenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services, and Accenture Song— all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities.Visit us at www.accenture.comWhat would you do?You will be aligned with our Finance Operations vertical and will be helping us in determining financial outcomes by collecting operational data/reports, whilst conducting analysis and reconciling transactions. The Order to Cash Processing team provides services to clients and organizations by helping them in the areas of optimizing working capital, providing real-time visibility and end-to-end management of revenue and cash flow, and streamlining billing processes. This team over looks the entire processes that starts from customers inquiry, sales order to delivery and invoicing. The Billing Processing team focuses on the process of creating and issuing customer invoices. This includes reviewing the list of debit notes raised and identifying any gaps in the process. The role requires a good understanding of invoicing, collections, account receivables, order management, sales order, order processing, order fulfillment, and journal entries. The role may also require following up with the sales team to provide reasons for raising debit notes and un-recognized revenue.What are we looking for?Commitment to qualityRoles And ResponsibilitiesIn this role you are required to solve routine problems, largely through precedent and referral to general guidelinesYour expected interactions are within your own team and direct supervisorYou will be provided detailed to moderate level of instruction on daily work tasks and detailed instruction on new assignmentsThe decisions that you make would impact your own workYou will be an individual contributor as a part of a team, with a predetermined, focused scope of workPlease note that this role may require you to work in rotational shiftsAny Graduation']",Cash ManagementAddInvoicingAddJournal Entries (Accounting)AddOperationsAddOrder to CashAdd
Senior Business Analyst,Principal Global Services,"Pune, Maharashtra, India",Remote,"1,001-5,000 employees","2,235 on LinkedIn",94 applicants,"Financial Services 1,001-5,000 employees 2,235 on LinkedIn",Full-time · Mid-Senior level,"['Responsible for gathering and understanding of business needs and translating them into effective user stories/requirements.', 'Assist the Product Owner/Lead Business Analyst in the prioritization and implementation of cost-effective business process and system solutions.', 'Build holistic understanding of systems and applications & underlying domain being supported', 'Perform systems analysis for business process and application changes.', 'Identify impacts of change and facilitate prioritization.', 'Effectively update and/or document system and business process changes for business and technical audiences with clarity, completeness, and specificity.', 'Actively communicate with business partners on business process and system changes or problems. Build and sustain relationships to ensure timely solutions. Act as a liaison, partnering closely with business and technical staff to achieve business results.', 'Responsible for developing a clear understanding of business needs and established business processes. Models and redesigns processes, workflows and roles in support of business change', 'Contribute to organizational learning by training others, sharing best practices, and facilitating improvements.', 'Effectively translate requirements and transfer associated domain knowledge to technical staff. Provide support (e.g., perform quality reviews, resolve queries, etc.) to technical staff during project planning and execution phases.', 'Develop and execute training on completed solutions for business partners, as requested.', 'Identify business process improvement opportunities (OE).', 'Assist in User Acceptance Testing', 'Strong knowledge of business analysis, business products, and IT systems. Strong analytical, problem-solving and understanding the big-picture.', 'Requirements Elicitation and Analysis using Business Process Modeling, Data Modeling, UML, Use Cases, Flow Charts, Stream-line diagrams, Context Diagrams, Domain Models etc', 'Working knowledge of Database features, Entities & Attributes, ERD, Data dictionary, data rules and DML operations. Ability to understand conceptual, logical and physical data models, SQL query writing involving multiple joins; set operations and sub-queries.', 'Communication (Verbal and Written), Elicitation and facilitation skills, Ability to embrace and understand the change process, Issue / Escalation management, Negotiation/Decision making skills', 'Make sound business decision', 'Embrace Change', 'Build strong Partnership', 'Get results', 'Act Strategically', 'Lead Cultivate Talent']",Business AnalysisAcceptance TestingAddBusiness ProcessAddBusiness RequirementsAddContext DiagramsAddElicitationAddEscalations ManagementAddProcess ModelingAddUser Acceptance TestingAddUser StoriesAdd
Software(Senior/Lead) Engineer – (.Net),VCare Systems,"Bengaluru, Karnataka, India",Hybrid,11-50 employees,26 on LinkedIn,Over 200 applicants,Hospital & Health Care 11-50 employees 26 on LinkedIn,Full-time,"['Proven experience as a software engineer on .Net stack.', 'Hands-on experience with software development and monitoring.', 'SQL experience – writing store procedure and schema design experience is essential.', 'Excellent communication and collaboration skills.', 'Problem-solving attitude.', 'Degree in Computer Science, or a related mathematical or analytical field.', 'Full Stack experience highly desirable ( We work on Android, IOS & React frameworks for our frontend)', 'Terraform with Azure', 'Azure Devops', 'Awareness of other backend frameworks to evaluate options (node, flask, fast api etc)', 'Microservice architecture using containerization', 'Experience working with startups', 'Experience in Azure PAAS is required', 'Good knowledge of Azure functions', 'Good knowledge of strong Dev Ops techniques used with Microsoft Azure Cloud.', 'NoSql experience / migration of databases to NoSql', 'SQL Query performance tuning.', 'Experience in Agile methodologies.', 'Real impact on the company growth and implemented solutions', 'Hybrid work model', 'Mentoring programme and regular 1:1 meeting', 'Family friendly work culture.', 'Flexible working hours', 'Team building activities']",Azure FunctionsAddCommunicationAddComputer ScienceAddDatabasesAddFunctional ArchitectureAddPlatform as a Service (PAAS)AddSQLAddSoftware DevelopmentAdd
Director of Design And Construction,DOLFIX DX-MARKET PRIVATE LIMITED,"Salem, Tamil Nadu, India",Hybrid,51-200 employees,1 on LinkedIn,57 applicants,Construction 51-200 employees 1 on LinkedIn,Full-time,"['', '', '', '', '', '', '']",ArchitectureAddCommunicationAddConstructionAddConstruction DrawingsAddConstruction EngineeringAddConstruction EstimatingAddConstruction LawAddConstruction ManagementAddConstruction Site ManagementAddCross-functional CoordinationAddDecision-MakingAddLeadershipAddLogistics ManagementAddProject ManagementAddRecruitingAddTime ManagementAdd
Junior Associate,Pfizer,"Pendurthi, Andhra Pradesh, India",On-site,"10,001+ employees","97,009 on LinkedIn",2 applicants,"Pharmaceuticals 10,001+ employees 97,009 on LinkedIn",Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddGood Manufacturing Practice (GMP)AddLegal Document PreparationAddProblem SolvingAddTroubleshootingAdd
Java tech Lead,Tata Consultancy Services,Greater Bengaluru Area,On-site,"10,001+ employees","551,917 on LinkedIn",88 applicants,"Information Technology & Services 10,001+ employees 551,917 on LinkedIn",Full-time · Mid-Senior level,"['EP number if already registered in iBegin portal/ Registered email id if don’t remember EP number:', 'Full Name:', 'Email ID:', 'Contact number:', 'Total experience:', 'Current Payroll company:', 'Current location:', 'Preferred Job Locations:', 'Notice period( Please specify LWD if serving notice), Immediate joiners are preferred:', 'CTC:', 'Expected CTC:', 'Offers in hand(with salary details):', 'Please specify if any gap in between education and employment:', 'Highest Fulltime education:', 'University/institute name of Highest education:', 'EX-TCS(Fulltime employee) cannot not be eligible for rehire.', 'Candidates with less than 8 years of experience will not be considered.']",GitAddHibernateAddJavaAddJavaScriptAddMavenAddMongoDBAddReact.jsAddSpring BootAddSpring FrameworkAddSpring MVCAdd
