Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Associate Operations Processor,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","206,991 on LinkedIn",50 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Associate,"['Reviewing incoming records to ensure records meet the requirements for the USA Patriot Act Section 326 - Customer Identification Program', 'Responsible for working on low/moderate/high complexity/priority cases, depending on the queue type and the complexity of the review', 'Reviewing the Core, CIP, CDD elements on the Universal Work Station and if required verify the data against the documents and regulatory comments provided by customer / banker at the time of account opening', 'Conduct research in various applications like HOGAN, DIPR, SOS, LexisNexis and other government sites to search for missing information', 'Identify missing information from Universal Workstation and if found in various applications / tools, use appropriate commands in HOGAN screen update the missing information correctly', 'Complete 40 hours of self-directed subject matter related training provided by the organization', 'Complete all Mandatory Trainings (Compliance) assigned on internal Develop You Tool before time and adhere to internal timelines', 'Assist new team members while on training phase', 'Partner with appropriate resources to seek out solutions to problems', 'Research and resolve problems within department SLAs', 'Perform duties and assignments within established timeframes, ensuring proper follow-up and completion', 'Must be flexible to work odd shifts as per the requirement from business', 'Ability to work overtime during peak volume times', 'Should be a graduate / Masters in relevant subject', 'Good verbal and written communication skills', 'Basic understanding of the banking industry', 'Good analyzing and decision-making skills', 'Basic understanding of operating system', 'Exhibits commitment to the company', 'Fosters team work', 'Demonstrates a high degree of reliability, integrity, and trustworthiness in all areas', 'Ability to work under pressure']",Analytical SkillsCommunication10-Key TypingAddBankingAddCDDAddCIPAddReliabilityAddService-Level Agreements (SLA)AddTimelinesAddWritten CommunicationAdd
Business Development Manager,FranchiseBAZAR,"Bengaluru, Karnataka, India",On-site,11-50 employees,44 on LinkedIn,30 applicants,Management Consulting 11-50 employees 44 on LinkedIn,Full-time · Mid-Senior level,"['BDE - Up to Rs 6L PA', 'BDM - Up to 10L PA', ""Bachelor's degree or equivalent experience in Business"", ""3+ years of sales experience preferably selling services to SME's."", 'Excellent written and verbal communication skills with a fantastic command on English.']",Advertising SalesAddBusinessAddBusiness DevelopmentAddBusiness-to-Business (B2B)AddCXO level engagementAddCorporate SalesAddEnglishAddNegotiationAddSalesAddSales ProcessesAdd
Business Development Executive,Shef Solutions Inc.,"Ghaziabad, Uttar Pradesh, India",On-site,51-200 employees,36 on LinkedIn,24 applicants,Staffing & Recruiting 51-200 employees 36 on LinkedIn,Full-time,"['Build relationships with prospective clients', 'Maintain consistent contact with existing clients', 'Manage sales pipeline', 'Track metrics to ensure targets are hit', 'Strong negotiation skills', 'Strong communication']",Business DevelopmentAddCustomer Relationship Management (CRM)AddNegotiationAddPresentation SkillsAddSalesAddSales ManagementAdd
Immigration Sales Consultant,Kompass Immigration,"Mumbai, Maharashtra, India",On-site,2-10 employees,5 on LinkedIn,21 applicants,Law Practice 2-10 employees 5 on LinkedIn,Full-time,"['We have urgent openings for Immigration Consultants and Managers.You would report directly to the Australian C.E.O. He is a Registered Migration Agent (RMA, MARA, Department of Home Affairs, Australia) and a qualified Chartered Accountant. He works from the Mumbai Office and migrated to Australia in 2005 as a skilled migrant. You will have the opportunity to grow into a role where you could manage a territory/area independently.What we offer:']",Business VisasAddCanadian Immigration LawAddDirect SalesAddGlobal MobilityAddGlobal Talent AcquisitionAddImmigrationAddLegal Document PreparationAddSettlement ServicesAddSkilled MigrationAddVisasAdd
Procurement Analyst (End of year activities),IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,28 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsCommunicationProblem SolvingBusiness NetworkingAddChange Impact AnalysisAddProcurementAddPurchase OrdersAddSAP Materials Management (SAP MM)AddSAP ProductsAddStatutory Accounting Principles (SAP)Add
Job openings for branch sales officer in indore jaipur jhunjhunu,assured job,"Jaipur, Rajasthan, India",On-site,Null,Null,1 applicant,Human Resources,Full-time · Entry level,"['', '', '', '', '', '', '', '']",Cold CallingAddCustomer SatisfactionAddCustomer ServiceAddDematAddDirect SalesAddLead GenerationAddSalesAddSales & MarketingAddSales OperationsAddSales StrategyAdd
Senior Data Management Analyst,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","206,991 on LinkedIn",2 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['Develop and lead programs, initiatives for data quality, governance, and metadata activities', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AnalyticsData AnalyticsData ManagementData ModelingData VisualizationCatalogueAddData GovernanceAddData ModelsAddData ProfilingAddTaxonomyAdd
Recruiter,OMSGURU Solutions PVT.LTD,"Ahmedabad, Gujarat, India",On-site,201-500 employees,29 on LinkedIn,13 applicants,Retail 201-500 employees 29 on LinkedIn,Full-time · Mid-Senior level,"[""We are looking for a dedicated recruiter to join our HR team in identifying hiring needs and fillingjob openings. The responsibilities of a recruiter include identifying future hiring needs, designingjob descriptions, sourcing candidates through databases and social media, conducting interviews,filing paperwork, and keeping abreast of employment law and legislation. You should also monitornew and existing employees and act as their advocate.A successful recruiter has excellent interpersonal skills, is organized and detail-oriented, remainsup-to-date with employment legislature, and keeps informed in company hiring and internshipprograms. A good recruiter can assess candidates' skills, experience, and relevant knowledge andcompare them to job requirements.Recruiter ResponsibilitiesIdentifying future hiring needs and developing job descriptions and specifications.Collaborating with department managers to compile a consistent list of requirements.Attracting suitable candidates through databases, online employment forums, social media,etc.Conducting interviews and sorting through applicants to fill open positions.Assessing applicants' knowledge, skills, and experience to best suit open positions.Completing paperwork for new hires.Promoting the company's reputation and attractiveness as a good employment opportunity.Managing internship programs.Keeping up-to-date on current employment legislation and regulations and enforcing themwithin the company.Providing recruitment reports to team managers.Recruiter RequirementsA bachelor's degree in human resources.The ability to conduct different types of interviews.Experience with recruitment processes and databases.The ability to design and implement recruiting strategies.Excellent communication skills.Good interpersonal skills.Good decision-making skills.A working knowledge of employment law and legislation.Experience: 1-3 years of ExperienceSalary up to 22,000""]",CommunicationDatabasesAddHuman Resources (HR)AddInterpersonal CommunicationAddInterpersonal SkillsAddInterviewingAddNew HiresAddRecruitingAddSocial MediaAddTeamworkAdd
SAP WM,IDESLABS PRIVATE LIMITED,"Pune, Maharashtra, India",On-site,51-200 employees,102 on LinkedIn,Null,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['Greetings from IDESLABS,We have Immediate Openings on "" SAP WM"" PuneJob Details6-9 yearsPuneImmediate JoinersEmployee type : C2H/FTIf you are interested, Please Share below details and Updated ResumeFirst Name:Date of Birth:Pass Port No and Expiry Date (Mandatory ) :Relevant Experience:Expected CTC:Current Location:Preferred LocationPayroll Company:Holding any offer:']",Advanced Business Application Programming (ABAP)AddIDocAddSAP Business Warehouse (SAP BW)AddSAP FIAddSAP HANAAddSAP ImplementationAddSAP Materials Management (SAP MM)AddSAP NetweaverAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
Graphic Design Internship in Jaipur at Junior's Brands Private Limited,Junior's Brands Private Limited,"Jaipur, Rajasthan, India",On-site,51-200 employees,72 on LinkedIn,9 applicants,Entertainment 51-200 employees 72 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Adobe Creative SuiteAddAdobe IllustratorAddAdobe InDesignAddAdobe PhotoshopAddAestheticsAddBrandingAddCorelDRAWAddGraphic DesignAddMarketing MaterialsAddSocial Media Graphic DesignAdd
SAP BASIS Upgarde,IDESLABS PRIVATE LIMITED,"Bengaluru, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,2 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['', '']",CommunicationAdvanced Business Application Programming (ABAP)AddSAP BasisAddSAP Business Warehouse (SAP BW)AddSAP ImplementationAddSAP NetweaverAddSAP ProductsAddSAP SolutionsAddSAP XIAddStatutory Accounting Principles (SAP)Add
Network Security,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,19 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",DatabasesAddInternet Protocol Suite (TCP/IP)AddNetwork AdministrationAddNetwork DesignAddNetwork EngineeringAddNetwork SecurityAddNetworkingAddTroubleshootingAddVirtual Private Network (VPN)AddWide Area Network (WAN)Add
Hr Executive,"DC Consultants(India,USA,Australia,GCC)","Bengaluru, Karnataka, India",On-site,11-50 employees,22 on LinkedIn,76 applicants,Staffing & Recruiting 11-50 employees 22 on LinkedIn,Full-time · Mid-Senior level,"['Prepare a thorough and detailed recruitment process along with stakeholders', 'Host in-house events and activities for students and fresh graduates by department or field.', 'Attend college career fairs, communicate with students and promote our employer brand image.', 'Screen resumes, interview candidates and perform skills evaluation tests for junior and entry-level positions.', 'Report on recruiting metrics after every career event including a number of candidates interviewed and procured.', 'Promote current job openings through online and offline alumni communities.', 'Contact university career counsellors and provide informational materials about our entry-level position programs.', 'Post job ads and source potential applicants via web-based networking or social media groups.', 'Establish and maintain a healthy relationship with universities and other educational institutions.', 'Master s degree in human resource management or relevant field.', '3-5 year experience of working as an HR recruiter or a similar role.', 'Maintain knowledge on all market traits and assist departments to prepare long term recruitment strategies.', 'Hands-on experience with different candidate evaluation procedures.', 'Knowledge of resume databases and applicant tracking systems.', 'Familiar with social media sourcing.', 'Ability to maintain relationships with the recruiting teams.', 'Outstanding understanding of market intel especially with respect to entry-level positions.', 'Excellent networking skills.', 'Great interpersonal skills.', 'Exceptional oral and written communication skills.', 'Strong organizational skills.', 'Excellent oral and written communication skills.']",Applicant Tracking SystemsAddBusiness NetworkingAddEmployee RelationsAddExit InterviewsAddHR PoliciesAddInterpersonal SkillsAddOrganization SkillsAddTalent ManagementAddTracking SystemsAddWritten CommunicationAdd
Corporate Risk - Lead QAS - Stress Testing and Balance Sheet Model Validation,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","206,991 on LinkedIn",1 applicant,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['Lead complex model validation activities and initiatives including creation, implementation, documentation, validation, articulation and defense, of highly statistical theories in models', 'Performing model validations and clearly documenting evidence of validation activities', 'Develop benchmarking and alternative models in Python/R/Matlab/SAS', 'Conducting model replication and review of model documentation', 'Providing effective challenge to models developed in/for the lines of business, including identifying conceptual weaknesses in a model and understanding tradeoffs with other approaches', 'Performing independent back-testing, stress testing, scenario analysis and sensitivity testing.', 'Assessing conceptual soundness of the statistical model theories and methodologies', 'Managing and mitigating model risk to meet or exceed regulatory and industry standards', 'Providing leadership and consultation to less experienced validators and business partners', 'Communicating model risk findings and limitations to key stakeholders', 'Contributing to the improvement of model building and model use practices', 'Providing analytical support and offering insights regarding a wide array of business initiatives', 'Interacting with senior management and regulators on key modeling issues, including the identification, management, and mitigation of model risk', 'Proactively following the industry trend to apply and develop new technology as part of R&D to improve efficiency', '7-10 years of experience in model validation/development or related data analytics are with minimum Masters/Phd in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis. Experience in Banking domain is an added advantage.', 'Strong mathematical, statistical, analytical and computational skills', 'Strong communication skills for a variety of audiences (other technical staff, senior management and regulators) both verbally and in writing', 'Capability to multi-task and finish work within strict timelines and provide timely requests for information and follow-up questions', 'Ability to work independently on complex model validations from start to finish', 'Able to demonstrate first-hand knowledge of advanced topics in various mathematical and numerical methods such as Monte Carlo, stochastic calculus, differential equations, linear algebra, applied probability, and statistics;', 'Skill in managing relationships with key model stakeholders', 'Eagerness to contribute collaboratively on projects and discussions', 'Perpetual interest in learning something new, but being comfortable with not knowing the all the answers', 'Attention to detail in both analytics and documentation', ""Aptitude for synthesizing data to 'form a story' and align information to contrast/compare to industry perspective"", 'Intellectually curious, who enjoy solving problems.']",Applied ProbabilityAddBusiness Relationship ManagementAddDifferential EquationsAddLinear AlgebraAddModel RiskAddModel ValidationAddMonte CarloAddQASAddSampling PlansAddStress TestingAdd
Agency Manager,Reliable Allied Services,"Delhi, Delhi, India",On-site,11-50 employees,95 on LinkedIn,1 applicant,Management Consulting 11-50 employees 95 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '']",Business StrategyAddCustomer SatisfactionAddHindiAddInsurance PoliciesAddPersistenceAddRPDAddRecruitingAddSalesAddTeam BuildingAddTeam ManagementAdd
EBS Oracle Apps Finance Technical,Tata Consultancy Services,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","551,901 on LinkedIn",143 applicants,"Information Technology & Services 10,001+ employees 551,901 on LinkedIn",Full-time · Associate,"['', '', '', '', '']",SQLIntegration TestingAddOA FrameworkAddOracle ApplicationsAddOracle DatabaseAddQuality AssuranceAddShell ScriptingAddUnixAddXMLAddXML PublisherAdd
APPLY NOW EDTECH PROGRAMME MANAGER,Alliance Recruitment Agency,"Pune, Maharashtra, India",On-site,51-200 employees,78 on LinkedIn,Null,Human Resources 51-200 employees 78 on LinkedIn,Full-time · Entry level,"['Strategy:', 'Implementing an edtech strategy from start to finish.', 'Maintain a high level of knowledge and understanding of current higher education trends, practices, and policies in the local market.', 'Evaluation Planning:', 'Researching methods and edtech tools, getting everyone on board, measuring results, gathering feedback.', 'Execution:', 'Manage a portfolio of courses to ensure that they run smoothly, make sure everything is in order.', 'Work as part of a team as well as alongside other departments. Arrange all admin before running a course.', 'Completing quality assessments before courses go live, troubleshooting ad hoc issues', 'Assisting teachers in the classroom with tech support.', 'Support Onboarding:', 'Provide excellent consultative service to a high volume prospective student pool through phone, email, chat, and other tools throughout the full enrollment process.', 'Culture:', 'Enjoy working in a fast paced environment and ability to work in a multicultural environment.', 'Understanding of company business and service lines.', 'Skills:', 'Excellent oral communication and written skills (business correspondence), in tone and style for each situation.', 'Experience with admin tasks.', 'Advanced application experience (Excel, Word,Powerpoint, e-mail, etc.)', 'Desirable qualities: multitasking, proactive, solution-oriented, eye for detail.', 'Competence in e-mail, report and presentation preparation.', 'Experience:', 'Experience dealing with students management', 'Experience with EdTech or any other SAAS based companies.', 'Ability to work independently, evaluating workloads and schedules.', 'Excellent prioritization and time management skills.']",Analytical SkillsCommunicationPresentationsBusiness CorrespondenceAddCross-functional Team LeadershipAddOral CommunicationAddPresentation PreparationAddProgram ManagementAddService LinesAddTroubleshootingAdd
SAP ERP,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,28 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Mid-Senior level,"['Must have experience on SAP ERP.', 'Need to have good communications skills.', 'We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Accounting StandardsAddAdvanced Business Application Programming (ABAP)AddEnterprise Resource Planning (ERP)AddIDocAddInfor Enterprise Resource Planning (ERP)AddSAP ERPAddSAP FIAddSAP ProductsAddSAP Sales & DistributionAddStatutory Accounting Principles (SAP)Add
BRANCH MANAGER / AREA MANAGER DIRECT | LIFE INSURANCE- EAST ZONE,Lavya Associates HR Services,"Bengaluru, Karnataka, India",On-site,51-200 employees,107 on LinkedIn,Null,Human Resources 51-200 employees 107 on LinkedIn,Full-time,"['Manager - Agency will be responsible for handling an on roll team of 8 -10 sales managers in Agency Channel.', 'Team of Sales Manager will be responsible for Recruitment of Team (Life Insurance Advisors) from own social and professional network.', 'Training the team on Industry standards with the support of training department of Life Insurance Companies to make sure the team is fully equipped to sell Life Insurance products in the market.', 'Monitor the day to day activity, planning execution of Agency team.', 'Handling a team of Branch Manager, further they will be handling FLS team.', 'Achieving all the given targets well on time, ensuring achievements in various contests along with the achievements of the team members in their levels of promotion too.', 'Ensuring adding new recruitments training them to generate business.', 'Accelerating the current team to achieve their business targets and maintaining the same on timely basis .', 'Sales as well as after sales Service to all existing clients.', 'Conducting weekly performance reviews, and identifying action steps for improvement', 'Apart of Insurance, doing Portfolio Management for the clients', 'Provide leadership to the entire local team by clearly communicating vision and objectives of the organization', 'Monitor results vis--vis efforts to stay on top of SM assessment and assessing of skill / attitude gaps.', 'Communicate targets, incentive systems, policies and career growth aspects', 'Ensure the high quality and high persistency of business generated by the local production unit, to support the long-term profitability of the company', 'Monitor and review against plan and take appropriate course corrections', 'Manager - Bancassurance will be responsible for handling an on roll team of 6 -10 sales managers in Bancassurance Channel.', 'Has to handle 10 -12 Branches of a Bank.', 'Monitor the day to day activity, planning execution of banca team.', ""Building good relationship with Bank's Cluster Head, Branch Manager allied staff to achieve Cluster sales target."", 'Achieve targeted business results through effective implementation of the National strategy into Operational effectiveness.', 'Provide development, via training coaching, be a motivational leader to your team.', 'Ensure the raising of performance standards work effectively with all employees becoming an effective valued be a resource to our Company.', 'Prime objective is to provide excellent customer service and use the model to achieve business numbers.', 'The role has team of Branch Managers reporting to him. Strong in processes and Bank relationships.', 'Looking after branches of assigned channel Partners.', 'Responsible for monthly sales target through Partner company.', 'Liaisoning with Sr. Management of assigned Channel Partners to meet the monthly plans.', 'Launching different contests at Cluster levels for motivating team members.', 'Maintaining MIS and keeping the track of logins, conversion of the business on daily basis ensuring all the processes are in place which are there in the company.', 'Manage the sales team for sales growth and revenue enhancement.', 'Manage joint call with sales team generate business.', 'Develop sales and marketing strategies to drive sales growth in the assigned area.', 'Develop and manage an efficient distribution network to improve sales performance', 'Investigate sales call, lead generation activities, investigate customer Claim.', 'Follow rule regulation and compliance monitoring in the team.', 'Verify customer documents, investigate claims and Provide innovative ideas and suggestions to improve the performance.', 'Coordinate with Sales operation team to enhance sales performance.', 'Meeting with HR decision taker of the corporate company', 'Give feedback on the performance of sales sales teams']",CommunicationBancassuranceAddChannel PartnersAddCustomer ServiceAddNegotiationAddOperational EfficiencyAddPerformance ReviewsAddPersistenceAddRevenue EnhancementAddSales PerformanceAdd
GST Executives For a CA Firm. (Central Line Candidates),Talent Corner HR Services Pvt Ltd,"Mumbai, Maharashtra, India",On-site,51-200 employees,917 on LinkedIn,3 applicants,Management Consulting 51-200 employees 917 on LinkedIn,Full-time · Executive,"['Assisting in GST/PT Compliances (Monthly/Quarterly/Annual).', 'Assisting in registrations and amendments in GST/PT/etc/.', 'Assisting in preparation of GST Refund Claims.', 'Assisting in preparation of submissions for GST Assessments/ GST Appeals/etc.', 'Visit to GST Department for assessment submissions and other Dept. work.', 'Other work related to GST (viz. Trainings, SOP preparation, health checks, etc.).', 'Commerce Graduates (B.Com/M.Com) or Inter CA/ICWA/CMA.', 'At least 2-3 years GST Working Experience in CA Firms.', 'Proficient level working knowledge of GST Compliance is must.', 'Good Tech Skills (MS Excel, Tally ERP, G Suite required).', 'Good Interpersonal communication skills (Proficiency in speaking and writing in English).', 'Residing on Central Railway Side (within 30-45 minutes travel distance).', 'IF NOT INTERESTED THEN PLEASE FORWARD IT TO A REFERENCE*']",CommunicationCTCAddEnglishAddEnterprise Resource Planning (ERP)AddGoods and Services Tax (GST)AddGoogle WorkplaceAddInfor Enterprise Resource Planning (ERP)AddInterpersonal CommunicationAddTally ERPAddWritingAdd
Data Scientist,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,177 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",AnalyticsCommunicationData AnalyticsData ScienceData VisualizationData EngineeringAddDeep LearningAddNatural Language Processing (NLP)AddPredictive AnalyticsAddStatisticsAdd
Sap SD Consultant,IDESLABS PRIVATE LIMITED,"Mumbai, Maharashtra, India",On-site,51-200 employees,102 on LinkedIn,39 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",Advanced Business Application Programming (ABAP)AddIDocAddManagement AccountingAddOracle FinancialsAddSAP ConfigurationAddSAP FIAddSAP ImplementationAddSAP ProductsAddSAP Sales & DistributionAddSAP-SDAdd
Human Resources (HR) work from home job/internship at SkyPlusNews,SkyPlusNews,India,Remote,2-10 employees,1 on LinkedIn,116 applicants,Online Media 2-10 employees 1 on LinkedIn,Full-time · Internship,"['Work on preparing HR-related reports as needed (like training budgets by department)', 'Work on screening resumes and application forms', 'Work on posting, updating, and removing job ads from job boards, careers pages, and social networks', 'are available for the work from home job/internship', ""can start the work from home job/internship between 16th Mar'23 and 20th Apr'23"", 'are available for duration of 2 months', 'have relevant skills and interests']",CommunicationBusiness CommunicationsAddEmployee RelationsAddEnglishAddHR ManagementAddHR PoliciesAddHuman Resources (HR)AddPersonnel ManagementAddResource ManagementAddScreening ResumesAdd
Home loan Sales officer,Hr Desire,"Safipur, Uttar Pradesh, India",On-site,2-10 employees,5 on LinkedIn,2 applicants,2-10 employees 5 on LinkedIn,Full-time · Entry level,"['Post Applied for', 'Current Location', 'Current Company', 'Mobile number', 'Current Post', 'Current CTC', 'Expected CTC', 'Notice Period', 'Total Experience', 'About Company : Private Bank', 'Location : Punjab, Delhi, Uttrakhand, Lucknow, Kanpur, Rajasthan,', 'Experience : 0 - 3 years', 'Salary : 12500 to 25000 Per month', 'Qualification: any graduate', 'Working Days: 6 days working', 'Number of openings : 99', 'Will be responsible for meeting targets, identify new sources from assigned geography, and maintain good relationship with sources, achieving efficiency of assigned geography and sources there by achieving the desired productivity expected by the company.', 'Responsible for lane to lane/ Area mapping of Area/ Geography at regular intervals with the help of supervisor. Identify new sources in the allocated Area/ Geography and inform the progress to reporting manager during team huddle.', 'Responsible for managing the relationship with all sources assigned and identified by him in his geography/area.', 'Responsible for maintaining reports related to sales and all his activities in the prescribed format. Should maintain diary on daily basis in the prescribed format of activities', 'Responsible for identification of channel partners', 'Responsible for attending team huddle on a daily basis as per the set process', 'Responsible for enhancing the customer experience by developing and maintaining relationship with customers']",Channel PartnersAddCustomer Relationship Management (CRM)AddCustomer SatisfactionAddDiaryAddDirect SalesAddLoan SalesAddSalesAddSales & MarketingAddSales ManagementAddSales OperationsAdd
Senior Software Engineer,Wells Fargo,"Hyderabad, Telangana, India",Hybrid,"10,001+ employees","206,991 on LinkedIn",4 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['Position Overview', 'Design, write and build application for the Android platform.', 'Collaborate with your team (developers, designers, product owners, QA) to define, design, and ship new features.', 'Implement new product features and support existing ones.', 'Replace old technology with new technology.', 'Prepare test plan, test cases and Execute/automate them.', 'Identify and correct bottlenecks, fix bugs and improve application performance.', 'Continuously discover, evaluate and implement new technologies to maximize development efficiency.', 'Requirements', 'B.E / B. Tech or M. Tech in Computer Science or equivalent with 8+ years of experience.', 'Expert knowledge of Android OS and SDK, Android Studio and other associated tools for development, debugging and instrumentation.', 'Experience with concepts of Android - Kotlin, Jetpack libraries, asynchronous programming, background tasks, dependency management, functional reactive programming and ability to design applications around Android recommended user interfaces and design principles.', 'Good knowledge of Data Structures, Algorithms and OS.', 'Experience with Agile development methodology (preferably scrum), continuous integration and tools (GIT, JIRA etc.) used to achieve the same.', 'Preferred qualifications:', 'Experience contributing to the architecture and design. (Architecture, design patterns, reliability and scaling) of new and current systems.', 'Familiar with performance optimizations and trends.', 'Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.', 'Willing to go the extra mile to do things right and fast.', 'Able to learn large scale complex systems quickly.']",Android JetpackAddCode ReviewAddComputer ScienceAddDependency ManagementAddInterfacesAddParallel ComputingAddProgrammingAddReactive ProgrammingAddSoftware DevelopmentAddUser Interface DesignAdd
Associate/Deputy Director - Change & Communications,PepsiCo,"Peerancheru, Telangana, India",On-site,"10,001+ employees","105,942 on LinkedIn",62 applicants,"Food & Beverages 10,001+ employees 105,942 on LinkedIn",Full-time,"['Develop change management plans for user experiences and programs/initiatives according to established change methodology.', 'Plan and draft communications, design promotional materials, prepare/conduct project and program briefings, and help develop training materials', 'Develop communications, such as fact sheets, job aids, instructional guides, web content, knowledge articles, briefings, and presentations', 'Proofread and edit content to ensure quality and simplicity', 'Support project leaders and sector change agents to develop stakeholder/ engagement plans to drive awareness, understanding, buy-in, and support', 'Conceptualize, coordinate, and prepare stakeholder presentations.', 'Support project planning for change management milestones according to established change methodology and adhere to the established timelines.', 'Bachelor’s degree or equivalent experience in communications, journalism, change management, or Liberal arts related field, or comparable relevant HR experience', 'Demonstrated professional experience with change management or strategic communications', 'Knowledge of change management principles, methodologies, and tools', 'Ability to explain and simplify complex technical concepts', 'Demonstrated client/customer relationship management skills', 'Partner with 3rd party vendors to support change management and activation of programs and initiatives', 'Work with HR sub-functional teams and Process Leaders as well as global Change Networks to champion the employee experience', 'Frequent stakeholder engagement – includes senior level engagement and influence']",PresentationsCorporate CommunicationsAddCrisis CommunicationsAddFact SheetsAddJob AidsAddJournalismAddLiberal ArtsAddPublic AffairsAddStakeholder EngagementAddStrategic CommunicationsAdd
Relationship Manager,Hr Desire,"Delhi, Delhi, India",On-site,2-10 employees,5 on LinkedIn,4 applicants,2-10 employees 5 on LinkedIn,Full-time · Mid-Senior level,"['Post Applied for', 'Current Location', 'Current Company', 'Mobile number', 'Current Post', 'Current CTC', 'Expected CTC', 'Notice Period', 'Total Experience', 'About Company : Insurance Company', 'Location Mumbai, Hyderabad, Pune, Chennai, Delhi', 'Experience : 1 - 5 years', 'Salary : 4 to 6l', 'Qualification: any graduate', 'Working Days: 6 days working', 'Number of openings : 20', 'Responsible for generating sales with new/existing customers.', 'Developing opportunities with new customers', 'Reaching the targets and goals set for your profile.', 'Establishing, maintaining and expanding your customer base.', 'Increasing business opportunities through various routes to market', 'Follow up on the database / leads provided by Company.', 'Keeping up to date with products and competitors', 'Meeting With Clients on field', 'Report on sales activities to top management.']",CommunicationAccount ManagementAddBusiness StrategyAddFinancial AnalysisAddMarketingAddNegotiationAddResearchAddSalesAddTeam LeadershipAddTeamworkAdd
Data Management Analyst,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","206,991 on LinkedIn",36 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Associate,"['Design and conduct moderately complex analysis to identify and remediate data quality or integrity issues and to identify and remediate process or control gaps', '', '', '', '', '', '', '', '', '', '', '']",AnalyticsData ManagementData VisualizationChange Impact AnalysisAddData GovernanceAddData MappingAddData ProfilingAddRegulatory AnalysisAddReporting RequirementsAddRoot CauseAdd
