Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Data Analyst,WSP,"Noida, Uttar Pradesh, India",Hybrid,"10,001+ employees","59,788 on LinkedIn",Over 200 applicants,"Information Technology & Services 10,001+ employees 59,788 on LinkedIn",Contract · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Data AnalysisAnalysis ReportsAddAnalytical SkillsAddAnalyticsAddData AnalyticsAddData ModelingAddData VisualizationAddDatabasesAddProblem SolvingAddStatisticsAdd
Business Development Internship in Udaipur at Piyshef Technologies,Piyshef Technologies,"Udaipur, Rajasthan, India",On-site,11-50 employees,7 on LinkedIn,Null,Information Technology & Services 11-50 employees 7 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",CalendarsAddCommunicationAddCustomer ServiceAddLead GenerationAddMarket ResearchAddNew Business DevelopmentAddPresentationsAddSkypeAddSpreadsheetsAddVirtual AssistanceAdd
Product Manager (Internal),Freedom Property Investors,India,Remote,51-200 employees,138 on LinkedIn,92 applicants,Real Estate 51-200 employees 138 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business AnalysisAddCommunicationAddCustomer-focused ServiceAddProblem SolvingAddProduct ManagementAddProduct StrategyAddProduct VisionAddStoryAddTechnical RequirementsAddUser StoriesAdd
Jr Executive,Astral Pipes,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees","1,011 on LinkedIn",19 applicants,"Construction 1,001-5,000 employees 1,011 on LinkedIn",Full-time · Entry level,"['Deliver sales targets by managing distributors and associated dealers', 'Strengthen distribution network by expanding retail base and opening new distributor wherever necessary', 'Be a connect between distributor and depot for order booking', 'Deliver agreed market service norms', 'Develop a list of top plumbers associated with the dealer and share it with Business Development Team', '', '']",Analytical SkillsAddBusiness StrategyAddManagement Information Systems (MIS)AddMarketingAddNegotiationAddProblem SolvingAddResearchAddSales PlanningAddTeam LeadershipAddTeamworkAdd
Sr. Executive/Executive CSR,Polmann India Limited(Rubber Products Division),"Delhi, Delhi, India",On-site,51-200 employees,1 on LinkedIn,12 applicants,Electrical & Electronic Manufacturing 51-200 employees 1 on LinkedIn,"₹100,000/yr - ₹430,000/yr · Full-time · Mid-Senior level","['Position-Sr. Executive/Executive CSRExp-2+ yearSalary-10 to 30 K in handGraduateSending quotation to the customer and follow-upNegotiation with customersRepeat order follow-up and execute ordersResolving customers queries with coordinating marketing/technical teamMonthly Sales target reviewSample list preparation and reviewCoordinate with existing customers for their future material requirement and in case of price changeOrder planning (stock arrangement from warehouses)Preparing monthly sales reportCoordinating with purchase, dispatch and accounts departments to ensure material dispatched at customers end and payment receivedMaterial planning, forecasting future need of materialCo-coordinating for Job work material FG received and stock balancing with WH teamChecking Outstanding payments before dispatch to customerDoing monthly inventory aging analysisERP knowledgeGood in Excel /WordJob Type: Full-timeSalary: 10,000.00 - 30,000.00 in hand per month']",Analytical SkillsAddContact CentersAddCustomer ExperienceAddCustomer Service RepresentativesAddEnterprise Resource Planning (ERP)AddForecastingAddInfor Enterprise Resource Planning (ERP)AddMaterial Requirements Planning (MRP)AddPhone EtiquetteAddSales FinanceAdd
"Field Operations Executive | Kandivali | Exp 0 to 1 Yrs | Bsc. (Agri, Chem",Rentokil Initial,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","9,316 on LinkedIn",39 applicants,"Environmental Services 10,001+ employees 9,316 on LinkedIn",Full-time · Executive,"['Rentokil Initial:', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Corrective and Preventive Action (CAPA)AddCustomer RetentionAddField OperationsAddGross MarginAddJob CoachingAddKey Performance IndicatorsAddPest ControlAddRoot CauseAddService OperationsAddSite DocumentationAdd
"Support Engineer, PeopleSoft",Rimini Street,India,Remote,"1,001-5,000 employees","1,790 on LinkedIn",17 applicants,"Information Technology & Services 1,001-5,000 employees 1,790 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Application Managed ServicesAddBusiness Process AnalysisAddCommunicationAddConflict ResolutionAddDebuggingAddPeopleSoftAddPresentationsAddProcess AnalysisAddSkilled Multi-taskerAddWritten CommunicationAdd
Collections Executive,InsuranceDekho,"Gurugram, Haryana, India",On-site,"1,001-5,000 employees",980 on LinkedIn,15 applicants,"Insurance 1,001-5,000 employees 980 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Cash CollectionAddCredit BureauAddCredit ManagementAddCreditorsAddDebt CollectionAddDebt ManagementAddLoan DocumentsAddPersonal ManagementAddSkip TracingAddState LawsAdd
SQL Database Administrator,Jobs for Humanity,"Mumbai, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,14 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Backup & Recovery SystemsAddDatabase Management System (DBMS)AddDatabase ServersAddDatabasesAddOnline Transaction Processing (OLTP)AddPerformance TuningAddQuery TuningAddSQL DatabaseAddServer AdministrationAddTroubleshootingAdd
Urgent Opening | HR Business Partner |,TeamSpace Financial Services Pvt. Ltd.,"Ambattur, Tamil Nadu, India",On-site,"10,001+ employees",400 on LinkedIn,19 applicants,"Human Resources 10,001+ employees 400 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Client RequirementsAddCommunicationAddEmployee EngagementAddEmployee RelationsAddEmployer BrandingAddEnd to End RecruitmentsAddHR PoliciesAddHR StrategyAddLabor RelationsAddRecruitingAdd
Technical Support work from home job/internship at GUVI,"GUVI Geek Networks, IITM Research Park",India,Remote,201-500 employees,478 on LinkedIn,187 applicants,Education Management 201-500 employees 478 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Cascading Style Sheets (CSS)AddCustomer SupportAddHTMLAddInterview PreparationAddJavaScriptAddMockAddNode.jsAddPython (Programming Language)AddReact.jsAddSoftware TestingAdd
Manager- Digital Marketing,The Phoenix Mills Ltd.,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Over 200 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Ad ServingAddBrand AwarenessAddCalendar PlanningAddCustomer EngagementAddDigital MarketingAddDigital MediaAddExternal AgenciesAddMarketing Budget ManagementAddMedia EvaluationAddTarget AudienceAdd
Non-IT Recruiter (US Staffing),SoftStandard Solutions,"Indore, Madhya Pradesh, India",On-site,201-500 employees,307 on LinkedIn,65 applicants,Information Technology & Services 201-500 employees 307 on LinkedIn,Full-time · Entry level,"[""Benefits: Best Salary +Cab Facility for women's (Both ways) + Regular, Quarterly & Annual Incentive +Provident Fund"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Boolean SearchingAddBuild Strong RelationshipsAddCommunicationAddDatabasesAddFull-life Cycle RecruitingAddFuture TrendsAddHigh Sense Of UrgencyAddInterpersonal SkillsAddRecruitingAddSocial MediaAdd
Business Development Executive,HR Planning Network,"Bengaluru, Karnataka, India",On-site,2-10 employees,10 on LinkedIn,9 applicants,Staffing & Recruiting 2-10 employees 10 on LinkedIn,Full-time · Mid-Senior level,"['About PosiflexPosiflex is one of the leading Point of Sale Terminal manufacturers headquartered in Taipei, Taiwan with its subsidiary office in Bangalore, India. Posiflex manufactures the PoS Terminals for the Retail, Hospitality, and Healthcare sectors.https://www.posiflexindia.com/Primarily promoting Posiflex range of products through channel partners increase the sales partner list. The sales performance will be measured based on secondary sales figures received from the distributors.Meeting with the partners on a regular basis, understanding their requirements and positioning appropriate products/solutions to ensure that we get the maximum market share of their Business.Keep updating the opportunities in the market to the reporting manager and prepare prospects where required.Maintain good relationships with various functional teams of the partner organization and work closely with them.Timely AR collection and keeping AR books healthy is part of your role.Resolve/address partner issues, if any, in a timely manner and to the utmost satisfaction of the partner.Coordination with billing logistics as and when required. Timely response to partner on their requirement, pricing delivery of goods status is an important part of the job.Provide timely feedback to the HO team regarding competition activities.Shall be responsible for driving the revenue numbers from the channel partnersEstablish strong relationships and leverage growthCreate business plans for the partners to ensure mutual growthGood communicationPrior experience in selling a Technology/IT product (Software/Hardware) to entry-level Retail/FBExposure to Channel sales.Experience: Minimum 1 yearAny Graduation (MBA is an added advantage)Super Aggressive and focused on numbersGood consistent performance year after year in the previous rolesMust know the Local language (preferable)For More Information Contact On +91 7683098091Interested Candidates Can Share Resumes On - anamika@hrtapn.InThanks And RegardsAnamika L anamika@hrtapn.In L +91 7683098091This job is provided by Shine.com""business development"", ""enterprise technology sales"", ""end to end sales"", ""channel partners"", ""software industry"", ""sales execution"", ""software sales""']",Account ManagementAddBusiness PlanningAddChannel PartnersAddChannel SalesAddCommunicationAddCustomer SatisfactionAddLead GenerationAddNew Business DevelopmentAddSalesAddSales PerformanceAdd
Teradata Developer,CIEL HR,"Bengaluru, Karnataka, India",On-site,"501-1,000 employees","1,226 on LinkedIn",19 applicants,"Human Resources 501-1,000 employees 1,226 on LinkedIn",Full-time · Entry level,"['Hello All,Experience - above 5 yearsNotice period - Immediate to 15 daysNeed Experience in Teradata performance and operational DBA activities administering databases like Teradata 13.10, 14.10 and 15.10 on various platforms.Need Expertise in Performance Tuning, Query Optimization and hands on experience on Teradata load and unload utilities (Bteq, Fload, Mload, FExp) and other Teradata tools like Viewpoint, Teradata SQL Assistant, NetBackup, DSA, Teradata AdministratorNeed to be Proficient with BTEQ and basic UNIX scripting.Need experience in analyzing data from various DBQL tables to measure query performance and identifying bottlenecks in query processing, such as skewed nodes( CPU Efficiency), skewed steps, queries causing high IOWait etcShould Have good understanding on Teradata’s parallel architectureNeed experience in DBA tasks like Space management, User management, Object management, Performance tuning and Teradata Backup/RecoveryNeed to have Involved in Software Development Life Cycle (SDLC) of various projects, including requirement gathering, system designing, application development, enhancement, deployment, maintenance and supportHave to identify inefficient/poorly performing queries and suggesting improvements to application support teams/development teams/usersshould have experience in Teradata version upgrade activity and migration activity of production systemGood in analyzing business needs of clients, developing effective and efficient solutions and ensuring client deliverables within committed deadlinesShould have experience on Compression and Identifying the list of unused tables for effective utilization of System Space']",AutosysAddBTEQAddDatabasesAddFastLoadAddPerformance TuningAddQuery OptimizationAddScriptingAddTeradataAddTeradata Data WarehouseAddTeradata SQLAdd
AP - Reporting - SME,Koch Business Solutions India,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","1,574 on LinkedIn",80 applicants,"Oil & Energy 1,001-5,000 employees 1,574 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounts PayableAddAlteryxAddCommerceAddCompliance ReportingAddKey Performance IndicatorsAddReporting RequirementsAddSAP AribaAddSAP ProductsAddService-Level Agreements (SLA)AddStatutory Accounting Principles (SAP)Add
Senior QA Analyst/Engineer,Enverus,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","1,386 on LinkedIn",5 applicants,"Computer Software 1,001-5,000 employees 1,386 on LinkedIn",Full-time · Mid-Senior level,"['Exp: 2-5 years; Description Why YOU want this position Enverus has expanded its solutions in Power & Renewables with the addition of RatedPower. A high growth start up, RatedPowers technology expands our portfolio of solutions in solar with its cloud-based software that automates and optimizes the feasibility study, analysis, design and engineering of solar power plants, and our geographical coverage internationally. Enverus is the leading energy SaaS company delivering highly technical insights and predictive/prescriptive analytics that empower customers to make decisions that increase profit. Enverus innovative technologies drive production and investment strategies, enable best practices for energy and commodity trading and risk management, and reduce costs through automated processes across critical business functions. Enverus is a strategic partner to more than 6,000 customers in 50 countries. We are currently seeking a Sales Development Representative to join our RatedPower team. This role offers the opportunity to join a rapidly growing company delivering industry-leading solutions.Be a part of the energy transition and join our growing team, creating intelligent connections across the energy value chain with a strategic focus on growing our offerings in Power & Renewables. Performance Objectives Collaborate with Product Management, Design, and Engineering to define test plans, test cases, and acceptance criteria. Perform manual QA Contribute to iteratively improving the automated and manual QA processes, tools, and infrastructure. Work with Product and Engineering to define manual and automated test standards. Work closely within the Front and Backend Development Teams. Help maintain documentation (i.e. user role permissions, list of tests, etc.). Report bugs in JIRA. Contribute to triage of bug tickets. Competitive Candidate Profile 2 years of relevant experience. Knowledge of Civil Engineering or Electrical Engineering. Solid understanding of the software development lifecycle. Experience of working in an agile software development environment. Strong analytical and problem-solving abilities. Excellent verbal and written communication. Experience of using any of the languages Java, Javascript, Python Troubleshoot complex issues to provide detailed and repeatable steps to replicate. Experience of software development. Use of version control. Continuous integration and issue tracking tools such JIRAjava , python , javascript , written communication , infrastructure']",Manual TestingAddProblem SolvingAddQuality AssuranceAddRegression TestingAddSoftware Quality AssuranceAddSoftware TestingAddTest CasesAddTest PlanningAddTest StrategyAddWritten CommunicationAdd
Presales Specialist,Group Icon,Greater Kolkata Area,On-site,11-50 employees,1 on LinkedIn,2 applicants,Civil Engineering 11-50 employees 1 on LinkedIn,"₹500,000/yr - ₹1,200,000/yr · Full-time · Entry level","['Candidate with technical knowledge of Data Centre services like Networking, Servers, Routers, Switches will have added advantage.', 'IT Product Presales Experience with MNC/ Corporate Clients with Smart, Bold, Dynamic and adaptive personality.', 'Create awareness about the brand in the market place by on field lead generations.', 'Communicate and build relationships with target audience and develop business for the company.', '', '', '', '', '', '', '', '', '', '']",Cloud ComputingAddCommunicationAddCustomer DataAddLead GenerationAddMarket PlanningAddMicrosoft ExcelAddPresalesAddPresentationsAddTarget AudienceAddVoice over IP (VoIP)Add
Senior Frontend Engineer (HTML),Job4u,India,Remote,0-1 employees,1 on LinkedIn,147 applicants,Outsourcing/Offshoring 0-1 employees 1 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Attention to DetailAddCascading Style Sheets (CSS)AddCommunicationAddComputer ScienceAddDebuggingAddFront-End DevelopmentAddHTMLAddJavaScriptAddLanding PagesAddSynchronizationAdd
Lead Analyst- Managed Service Operations (Futures/Options Brokerage ),Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,1 applicant,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounts PayableAddAccounts Receivable (AR)AddAnalytical SkillsAddBrokerageAddBuild Strong RelationshipsAddBusiness Case PreparationAddCommunicationAddDerivativesAddExchange Traded DerivativesAddFuturesAdd
Senior Software Engineer - Backend,InkPaper.ai,India,Remote,2-10 employees,12 on LinkedIn,49 applicants,Computer Software 2-10 employees 12 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AngularAddBack-End Web DevelopmentAddDjangoAddDoctrine (PHP)AddMySQLAddREST APIsAddSQLAddServer SideAddTypeScriptAddjQueryAdd
Sr. Android Developer (Work From Home),United HR Solutions Pvt. Ltd.,"Ahmedabad, Gujarat, India",Remote,11-50 employees,66 on LinkedIn,103 applicants,Human Resources 11-50 employees 66 on LinkedIn,"₹960,000/yr - ₹1,680,000/yr · Full-time · Mid-Senior level","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AndroidAddAndroid DesignAddAndroid DevelopmentAddAndroid SDKAddGoogle Material DesignAddJavaAddKotlinAddMobile Application DevelopmentAddProblem SolvingAddSDKsAdd
Jr . Sales Admin,"DC Consultants(India,USA,Australia,GCC)","Pune, Maharashtra, India",On-site,11-50 employees,23 on LinkedIn,2 applicants,Staffing & Recruiting 11-50 employees 23 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '']",CommerceAddCommunicationAddDirect SalesAddNegotiationAddOrganization SkillsAddSalesAddSales ManagementAddSales ProcessesAddSales ProspectingAddTeamworkAdd
Manager - Marketing,The Phoenix Mills Ltd.,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Null,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AdvertisingAddBusiness MediaAddCreative AgencyAddEntertainmentAddEntertainment IndustryAddExternal AgenciesAddMarketing Campaign ManagementAddPublic RelationsAddRetailAddSocial MediaAdd
Data Administrator,Genius Consultants Limited,"Kharagpur, West Bengal, India",On-site,201-500 employees,"1,502 on LinkedIn",3 applicants,"Staffing & Recruiting 201-500 employees 1,502 on LinkedIn",Full-time · Entry level,"['', '', '']",CommunicationAddDCLAddDDLAddDQLAddDatabase AdministrationAddDatabasesAddProblem SolvingAddProcedure CreationAddSQLAddTCLAdd
"Human Resources Specialist - Human Resources Specialist, Staff|9099",MosChip,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees",960 on LinkedIn,9 applicants,"Semiconductors 1,001-5,000 employees 960 on LinkedIn",Temporary · Entry level,"['Point of contact for Vendor Management requests.', 'For New vendor requests -', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddEmployee RelationsAddHR PoliciesAddHuman Resources (HR)AddOnboardingAddPersonnel ManagementAddProcurementAddTeamworkAddVendor ManagementAddVisioAdd
Store Lead,Sangeetha Mobiles Pvt Ltd,"Karwar, Karnataka, India",On-site,"1,001-5,000 employees","1,365 on LinkedIn",10 applicants,"Telecommunications 1,001-5,000 employees 1,365 on LinkedIn","₹100,000/yr - ₹310,000/yr · Full-time · Mid-Senior level","['Store ManagerStore should be opened on time and should be clean and well maintainedShould talk to the team everyday target vs achievement, backlog, product wiseShould give everyday stock report with IMEI nos with ageing to all staff & promotersShould give every week non-moving stock report to all staff& promoters with a deadline to liquidate.Should file all bank deposit challan and charge slipShould maintain inward stock register in separate file.Should ensure that all counters should have price listShould ensure that the entire team is aware of the current offersShould maintain register/ books and display required abstract as per the company normsShould check every previous day sales return handset has been sent to service go-downStore Manager and team should maintain the grooming standardsShould ensure all the customers are greeted and delighted with our service']",AbstractionAddCustomer ExperienceAddCustomer SatisfactionAddDriving ResultsAddInventory ManagementAddMerchandisingAddRetailAddTeam BuildingAddTeam LeadershipAddTrainingAdd
Client Retirement Plans Analyst Specialist(Should have 5+ years of experience in form 5500 preparation/Compliance Testing) Pune/Bangalore,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,4 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '']",Analytical SkillsAddCompliance TestingAddForm 5500 preparationAddMicrosoft ExcelAddMicrosoft OutlookAddNondiscrimination TestingAddOrganization SkillsAddPayroll AdministrationAddProblem SolvingAddTeamworkAdd
Customer Service Executive,Career Kendra,"Noida, Uttar Pradesh, India",On-site,11-50 employees,12 on LinkedIn,136 applicants,Human Resources 11-50 employees 12 on LinkedIn,Full-time · Mid-Senior level,"['Manage large amounts of incoming phone calls', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Active ListeningAddCommunicationAddContact CentersAddCustomer ExperienceAddCustomer InteractionAddCustomer SatisfactionAddLead GenerationAddPresentation SkillsAddPresentationsAddSkilled Multi-taskerAdd
Neebal Technology - .Net Developer- ASP/MVC,Neebal Technologies,"Mumbai, Maharashtra, India",On-site,201-500 employees,261 on LinkedIn,1 applicant,Information Technology & Services 201-500 employees 261 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '']",Enterprise LibraryAddJavaScriptAddModel-View-Controller (MVC)AddQuery WritingAddSoftware DevelopmentAddWeb ServicesAddWinFormsAddWindows Communication Foundation (WCF)AddXMLAddjQueryAdd
Technical Support Engineer (Remote),Mattermost,India,Remote,51-200 employees,208 on LinkedIn,Over 200 applicants,Computer Software 51-200 employees 208 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCustomer InteractionAddCustomer SupportAddLDAPAddLinux System AdministrationAddMattermostAddOAuthAddOpenIDAddSecurity Assertion Markup Language (SAML)AddTechnical OperationsAdd
Senior Associate -Private Equity - Transfer agency,Apex Group Ltd,"Pune, Maharashtra, India",On-site,"10,001+ employees","4,615 on LinkedIn",15 applicants,"Financial Services 10,001+ employees 4,615 on LinkedIn",Mid-Senior level,"['DescriptionProfile Overview:Role will include the administration of any services pursuant to AdministrationAgreements in respect of portfolio of Private Equity Funds.Hands-on Fund Setup, Investor Setup, Company Setup, Contacts andcirculation list updates over investor portalShould have expertise and understanding over linking, updating and deletingof investors, contacts, address and bank wire details to the funds overinvestorportalShould have fair understanding of invoices reading and processing paymentsthrough payment platformsNeed to have the basic understanding of Excel and the formulas like V-lookup,H-lookup match, index and IF functions etc.Initiating of Capital Call TransactionsPerforming Mail Merge activity to send Financial Notices / Statements to theInvestors.Performing activities related to Capital Call notices, PCAPsDistribution letters & K1’sEnsure adherence to the Legal and Compliance teams while reviewingthe wireinstructionsWorking Closely with Onshore counterpart on individual Funds assignedMust have handson on any of Investor based applications- like Investran,sunguard, SDX, report wizard, Fund master/Fund Manager, E-front,InvestmentCafé, TNR etc.Maintaining tracker for Capital Call transactionsReviewing and processing of Management / Performance fees and incentivefees.Acting as a primary contact day-to-day contact with clients and other fundparticipants.Investigation of Investors Subscription & redemption documentsMBA, M.Com and B.ComWorking knowledge of Investran, sunguard, SDX, report wizard, Fundmaster/Fund Manager, E-front, Investment Café, TNR highly desirable (orother Private Equity system)Private equity / Real estate fund administration experienceMinimum 5-9 years of experience in Private equity / Real estate fundstatementsExcellent communication skills and expertin English (verbal and written)A good team player who is able to manage individual responsibilities with lesssupervisionSound knowledge of Microsoft Applications (Excel, Word)Self-motivated and diligent individual who is driven to meetdeadline']",CommunicationAddEnglishAddFinancial ModelingAddFormulasAddInvestranAddMicrosoft ApplicationsAddMicrosoft ExcelAddPrivate EquityAddReal EstateAddWizardAdd
Testbook.com - Senior Category Manager,Testbook,"Navi Mumbai, Maharashtra, India",Full-time · Mid-Senior level,"501-1,000 employees","2,431 on LinkedIn",Null,"E-learning 501-1,000 employees 2,431 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",BrandingAddCategory ManagementAddCustomer ExperienceAddData InterpretationAddE-CommerceAddEdtechAddMediumsAddProblem SolvingAddStakeholder ManagementAddStrategic ThinkingAdd
"Sales Executive, Marketing Executive",Markegist,"Jamwa Ramgarh, Rajasthan, India",On-site,11-50 employees,24 on LinkedIn,Null,Management Consulting 11-50 employees 24 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 2-5 years; Sales Executive (Sanitary Wares) Raipur Greetings from Jobingo HR Solutions Pvt. Ltd.!!! This is to inform you currently we Have Urgent Openings for Our Client. Designation Sales Executive (Sanitary wares) No. of Vacancies 2 Education Any Graduate Experience 2 to 5 Years Experience Job Location Raipur (Chhattisgarh) Job Industry Sanitary wares Salary Package Salary no bar for deserving candidate. Basic Salary 20k to 25K Gender Preference Male Sales Executive We are looking for a passionate sales executive to join our sales team. The sales executive roles are include generating leads, making sales calls, continuously updating our CRM database, and meeting sales targets. Must have experience in Sales of CP Fittings, Sanitary Wares, Bathroom Accessories, Wellness Products ,UPVC, PVC Pipe Industry & Building Materials. sales executive should be able to build rapport with customers and close sales. Responsibilities 1 . Build contacts with potential clients (Dealer, Distributors, Retailers, Builders, Institutes etc.) to create new business opportunities Maintain fruitful relationships with clients and address their needs effectively. Research and identify new market opportunities. Identifying, qualifying, and securing business opportunities; coordinating business generation activities; developing customized targeted sales strategies Oversee the sales process to attract new clients. Follow MIS System. Understanding client needs and offering solutions and support; answering potential client questions and follow-up call questions; responding to client requests for proposals Creating and maintaining a list/database of prospect clients; maintaining a database (CRM, Excel, etc.) of prospective client information Maintain knowledge of all product and service offerings of the company Suggesting upgrades or added products and services that may be of interest to clients. Crafting business proposals and contracts to draw in more revenue from clients. Negotiating with clients to secure the most attractive prices. Reviewing clients feedback and implementing necessary changes. Remaining in tune with trends in consumption to ensure that our offerings remain relevant. Requirements Presentation Skills Client Relationships Emphasizing Excellence Negotiation and Prospecting Skills Meeting Sales Goals Sales Planning Achievement Orientation Ethical Behaviorsales goals , sales team , sales process , sales executive , sales , business proposals , negotiation , sales planning , distributors , presentation skills , client relationships , market , business generation , build , sales & marketing , sales targets']",Account ManagementAddBusiness DevelopmentAddBusiness-to-Business (B2B)AddDirect SalesAddNew Business DevelopmentAddPresentationsAddSalesAddSales ManagementAddSales OperationsAddTeamworkAdd
Marketing Email Developer,GM Infotech,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,37 on LinkedIn,92 applicants,Information Technology & Services 51-200 employees 37 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AMPscriptAddCascading Style Sheets (CSS)AddCloud MarketingAddHTMLAddImage OptimizationAddOptimization TechniquesAddSOAPAddSalesforce Marketing CloudAddSalesforce.com DevelopmentAddServer SideAdd
Import Assistant Mumbai Central,Qween Network LLP,"Mumbai, Maharashtra, India",On-site,11-50 employees,80 on LinkedIn,35 applicants,Human Resources 11-50 employees 80 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '']",Analytical SkillsAddCommunicationAddCustoms BrokerageAddExportAddImportAddImport ExportAddImport LogisticsAddImport/Export OperationsAddInternational LogisticsAddLogistics ManagementAdd
Accounts Executive,Enkubator,"Mumbai, Maharashtra, India",On-site,11-50 employees,4 on LinkedIn,Over 200 applicants,Management Consulting 11-50 employees 4 on LinkedIn,Full-time · Executive,"['', '', '', '', '', '']",Account ManagementAddBasic AccountingAddBookkeepingAddExpensesAddGoods and Services Tax (GST)AddIndirect TaxationAddManagement Information Systems (MIS)AddSales OperationsAddSales ProcessesAddTax Deducted at Source (TDS)Add
IT Security Analyst Senior,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,2 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddAuthenticationAddComputer ScienceAddCybersecurityAddData PrivacyAddIT AuditAddInformation SecurityAddNetwork SecurityAddSecurity ControlsAddVulnerability ManagementAdd
Android Developer,Perennial Systems,"Pune, Maharashtra, India",Hybrid,201-500 employees,196 on LinkedIn,11 applicants,Information Technology & Services 201-500 employees 196 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '']",AndroidAddAndroid JetpackAddAndroid SDKAddDesign PatternsAddGoogle Material DesignAddKotlinAddMobile ArchitectureAddModel-View-Presenter (MVP)AddModel-view-viewmodel (MVVM)AddObject-Oriented Programming (OOP)Add
